id,title,genres,averageRating,numVotes,releaseYear
tt0896036,"BloodRayne: Deliverance","Action, Fantasy, Western",2.7,11683,2007
tt1716747,"Hellraiser: Revelations",Horror,2.7,10200,2011
tt1073498,"Meet the Spartans","Comedy, Fantasy",2.8,112382,2008
tt0466342,"Date Movie","Comedy, Romance",2.8,62658,2006
tt5697572,Cats,"Comedy, Drama, Family",2.8,56718,2019
tt9096108,Rasbhari,"Drama, Romance",2.8,15790,2019
tt4867110,Swiped,"Comedy, Romance",2.8,12868,2018
tt0110169,"It's Pat: The Movie",Comedy,2.8,10571,1994
tt13334578,Ganapath,"Action, Drama, Sci-Fi",2.8,10382,2023
tt1725047,"My Little Princess","Drama, Family, Romance",2.9,43596,2010
tt1788979,"67th Street, New York, NY","Crime, Thriller",2.9,34925,2011
tt15334030,Martin,"Action, Drama, Thriller",2.9,34412,2024
tt1086761,"Keeping Up with the Kardashians","Family, Reality-TV",2.9,31721,2007
tt19623240,"Winnie-the-Pooh: Blood and Honey",Horror,2.9,31659,2023
tt9820556,Breach,"Action, Horror, Sci-Fi",2.9,20231,2020
tt21106646,"The Next 365 Days","Drama, Romance",2.9,10703,2022
tt9624766,"Jiu Jitsu","Action, Sci-Fi, Thriller",2.9,10679,2020
tt0101615,"Cool as Ice","Comedy, Drama, Music",2.9,10568,1991
tt0093300,"Jaws: The Revenge","Adventure, Horror, Thriller",3,50670,1987
tt0383222,BloodRayne,"Action, Fantasy, Horror",3,37549,2005
tt0105643,"Troll 2","Comedy, Fantasy, Horror",3,35321,1990
tt7059844,"Dabangg 3","Action, Comedy, Crime",3,20564,2019
tt0120207,Steel,"Action, Adventure, Crime",3,15287,1997
tt0118539,"3 Ninjas: High Noon at Mega Mountain","Action, Adventure, Comedy",3,12533,1998
tt0353324,"The Crow: Wicked Prayer","Action, Adventure, Comedy",3,10058,2005
tt0299981,"Highlander: The Source","Action, Adventure, Drama",3,10027,2007
tt2467046,"Left Behind","Action, Fantasy, Sci-Fi",3.1,43101,2014
tt0246894,Rollerball,"Action, Sci-Fi, Sport",3.1,29998,2002
tt0116756,Kazaam,"Comedy, Family, Fantasy",3.1,25962,1996
tt0804452,Bratz,"Comedy, Family, Music",3.1,25096,2007
tt11656172,"Hard Kill","Action, Thriller",3.1,19611,2020
tt2610768,"Celal and Ceren","Comedy, Romance",3.2,43991,2013
tt2403029,"The Starving Games","Adventure, Comedy, Sci-Fi",3.2,22897,2013
tt0462244,"Daddy Day Camp","Comedy, Family",3.2,18142,2007
tt0103923,"Captain America","Action, Adventure, Sci-Fi",3.2,15377,1990
tt0400426,"Far Cry","Action, Adventure, Sci-Fi",3.2,15146,2008
tt0499487,"Goal! III","Drama, Romance, Sport",3.2,13214,2009
tt0110647,"The NeverEnding Story III","Adventure, Comedy, Family",3.2,12625,1994
tt15281656,"The Holy Trinity",Horror,3.2,12288,2023
tt1619880,Sharktopus,"Action, Adventure, Comedy",3.2,12043,2010
tt6616074,"Amy Schumer: The Leather Special",Comedy,3.2,10676,2017
tt10886166,"365 Days","Drama, Romance",3.3,101054,2020
tt0810913,"Jack and Jill",Comedy,3.3,91742,2011
tt2724064,Sharknado,"Action, Adventure, Comedy",3.3,53800,2013
tt5690360,"Slender Man","Horror, Mystery, Thriller",3.3,39581,2018
tt7608028,"The Open House","Horror, Thriller",3.3,37694,2018
tt0065832,"Hercules in New York","Adventure, Comedy, Fantasy",3.3,19882,1970
tt5842616,"Veere Di Wedding",Comedy,3.3,13337,2018
tt1411664,"Bucky Larson: Born to Be a Star",Comedy,3.3,13017,2011
tt7851428,"First Signal","Drama, Sci-Fi",3.3,12139,2021
tt0327554,Catwoman,"Action, Crime, Fantasy",3.4,127539,2004
tt4877122,"The Emoji Movie","Adventure, Animation, Comedy",3.4,73483,2017
tt1666186,"Vampires Suck","Comedy, Horror",3.4,52359,2010
tt0329028,"Dumb and Dumberer: When Harry Met Lloyd",Comedy,3.4,42982,2003
tt0295427,"The Master of Disguise","Adventure, Comedy, Family",3.4,27717,2002
tt0110978,"Texas Chainsaw Massacre: The Next Generation","Comedy, Horror, Thriller",3.4,26776,1994
tt0295254,Feardotcom,"Crime, Horror, Thriller",3.4,23027,2002
tt6439558,"Recep Ivedik 5",Comedy,3.4,18356,2017
tt10739666,"Satyameva Jayate 2","Action, Crime, Drama",3.4,16207,2021
tt10930586,Shikara,"Drama, History, Romance",3.4,15509,2020
tt0095560,"Mac and Me","Adventure, Comedy, Family",3.4,14829,1988
tt0469111,"I'll Always Know What You Did Last Summer","Horror, Mystery, Thriller",3.4,13811,2006
tt1594972,"Norm of the North","Adventure, Animation, Comedy",3.4,10281,2016
tt0795461,"Scary Movie V","Comedy, Horror",3.5,78617,2013
tt0110857,"Police Academy: Mission to Moscow","Comedy, Crime",3.5,36694,1994
tt6990206,Crimea,"Action, Drama",3.5,33638,2017
tt0115624,"Barb Wire","Action, Sci-Fi",3.5,31712,1996
tt0372873,"Dragon Wars: D-War","Action, Drama, Fantasy",3.5,25534,2007
tt4667094,"Fifty Shades of Black",Comedy,3.5,23602,2016
tt10481868,"Black Christmas","Horror, Mystery, Thriller",3.5,19496,2019
tt3138104,"The Hungover Games","Adventure, Comedy, Fantasy",3.5,17232,2014
tt12335692,"Last Man Down","Action, Sci-Fi",3.5,14139,2021
tt0157262,"2001: A Space Travesty","Comedy, Sci-Fi",3.5,13081,2000
tt2308733,"Home Alone: The Holiday Heist","Comedy, Crime, Family",3.5,12924,2012
tt0094118,"Teen Wolf Too","Comedy, Fantasy",3.5,12678,1987
tt3053228,"Day of the Dead: Bloodline","Action, Drama, Horror",3.5,12605,2017
tt0462395,"Larry the Cable Guy: Health Inspector","Comedy, Romance",3.5,12558,2006
tt8923396,Jinn,"Drama, Fantasy, Horror",3.5,10589,2019
tt0368226,"The Room",Drama,3.6,96382,2003
tt0119707,"Mortal Kombat: Annihilation","Action, Adventure, Fantasy",3.6,58923,1997
tt8712204,Batwoman,"Action, Adventure, Crime",3.6,46858,2019
tt9196192,Cuties,Drama,3.6,32866,2020
tt0897361,"I Know Who Killed Me","Horror, Mystery, Thriller",3.6,31244,2007
tt1517489,"Spy Kids 4: All the Time in the World","Action, Adventure, Comedy",3.6,28993,2011
tt0367093,"Starship Troopers 2: Hero of the Federation","Action, Adventure, Horror",3.6,24786,2004
tt11012066,"Home Sweet Home Alone","Comedy, Crime, Family",3.6,20738,2021
tt13439476,Kaamraj,Drama,3.6,19146,2020
tt0291502,"Swept Away","Comedy, Romance",3.6,18137,2002
tt6988116,Kalank,"Drama, Romance",3.6,17293,2019
tt1185266,"Stan Helsing","Comedy, Fantasy, Horror",3.6,15145,2009
tt1231277,"S. Darko","Drama, Mystery, Sci-Fi",3.6,14615,2009
tt7721946,"Housefull 4","Action, Comedy, Drama",3.6,14567,2019
tt27785645,"Episode #1.7","Comedy, Drama, Romance",3.6,14464,2023
tt1153706,"Dance Flick","Action, Comedy, Music",3.6,12868,2009
tt5456546,"Judwaa 2","Action, Comedy, Romance",3.6,11924,2017
tt7312940,Singularity,"Action, Adventure, Drama",3.6,11754,2017
tt30007864,"The American Society of Magical Negroes","Comedy, Fantasy",3.6,10899,2024
tt9592496,Pogaru,Action,3.6,10389,2021
tt0094074,"Superman IV: The Quest for Peace","Action, Adventure, Sci-Fi",3.7,53811,1987
tt0085750,"Jaws 3-D","Adventure, Horror, Thriller",3.7,49500,1983
tt0432291,"The Fog","Horror, Mystery",3.7,39823,2005
tt0120185,"Spice World","Comedy, Family, Music",3.7,38226,1997
tt0190374,"Dungeons & Dragons","Action, Adventure, Fantasy",3.7,36670,2000
tt0158622,"The Flintstones in Viva Rock Vegas","Comedy, Family, Romance",3.7,25909,2000
tt15387026,Destiny,"Action, Adventure, Drama",3.7,25907,2024
tt0891592,"Street Fighter: The Legend of Chun-Li","Action, Crime, Fantasy",3.7,25588,2009
tt0308208,"Ballistic: Ecks vs. Sever","Action, Crime, Mystery",3.7,21261,2002
tt0283877,"American Psycho II: All American Girl","Horror, Thriller",3.7,18394,2002
tt1091617,"Expelled: No Intelligence Allowed",Documentary,3.7,12218,2008
tt0806147,"Extreme Movie",Comedy,3.7,11662,2008
tt0800003,"Delta Farce","Action, Adventure, Comedy",3.7,11573,2007
tt3832096,"Cabin Fever","Horror, Sci-Fi, Thriller",3.7,11403,2016
tt0120389,"Turbo: A Power Rangers Movie","Action, Adventure, Family",3.7,10061,1997
tt0118688,"Batman & Robin","Action, Sci-Fi",3.8,271944,1997
tt0450345,"The Wicker Man","Horror, Mystery, Thriller",3.8,72488,2006
tt0811138,"The Love Guru","Comedy, Romance, Sport",3.8,55489,2008
tt0460780,"In the Name of the King: A Dungeon Siege Tale","Action, Adventure, Fantasy",3.8,51632,2007
tt1714203,"Piranha 3DD","Comedy, Horror, Sci-Fi",3.8,46153,2012
tt0118661,"The Avengers","Action, Adventure, Sci-Fi",3.8,45884,1998
tt0275022,Crossroads,"Comedy, Drama, Romance",3.8,45087,2002
tt1530509,"The Human Centipede 2 (Full Sequence)",Horror,3.8,44235,2011
tt0424774,"The Adventures of Sharkboy and Lavagirl 3-D","Action, Adventure, Comedy",3.8,43430,2005
tt0076009,"Exorcist II: The Heretic",Horror,3.8,29099,1977
tt3477064,"Recep Ivedik 4",Comedy,3.8,18861,2014
tt0094824,"Caddyshack II","Comedy, Sport",3.8,16691,1988
tt21279138,"Maid in Malacañang","Biography, Drama",3.8,15745,2022
tt1104123,"The Scorpion King 2: Rise of a Warrior","Action, Adventure, Fantasy",3.8,14871,2008
tt7897330,"Deadly Illusions","Crime, Drama, Mystery",3.8,13921,2021
tt4059702,AmeriGeddon,"Action, Adventure, Drama",3.8,13394,2016
tt1552211,"The Last Days of American Crime","Action, Crime, Drama",3.8,12566,2020
tt10598156,Dhaakad,"Action, Thriller",3.8,12156,2022
tt2292959,"The Canyons","Drama, Thriller",3.8,12080,2013
tt0489598,"The Hills",Reality-TV,3.8,11616,2006
tt8328716,"Doom: Annihilation","Action, Adventure, Horror",3.8,10635,2019
tt0107612,"Mr. Nanny","Action, Comedy, Family",3.8,10350,1993
tt0082910,"Piranha II: The Spawning","Horror, Sci-Fi, Thriller",3.8,10157,1982
tt0120179,"Speed 2: Cruise Control","Action, Adventure, Crime",3.9,87178,1997
tt0220506,"Halloween: Resurrection","Horror, Thriller",3.9,50605,2002
tt0052077,"Plan 9 from Outer Space","Horror, Sci-Fi",3.9,41091,1957
tt1255919,"Holmes & Watson","Comedy, Crime, Mystery",3.9,40035,2018
tt0926129,"Prom Night",Horror,3.9,38608,2008
tt18072316,"Bade Miyan Chote Miyan","Action, Adventure, Sci-Fi",3.9,38410,2024
tt6513656,"Escape Plan 2: Hades","Action, Crime, Mystery",3.9,36038,2018
tt0365957,"You Got Served","Drama, Music",3.9,28823,2004
tt0180052,"The Adventures of Pluto Nash","Action, Comedy, Sci-Fi",3.9,27329,2002
tt1014775,"Beverly Hills Chihuahua","Adventure, Comedy, Drama",3.9,26278,2008
tt1139592,"Jeepers Creepers III",Horror,3.9,25055,2017
tt1563069,"Jersey Shore","Comedy, Reality-TV, Romance",3.9,24714,2009
tt5882970,Tubelight,"Drama, War",3.9,22045,2017
tt1656171,Dam999,"Adventure, Drama, Sci-Fi",3.9,20751,2011
tt0492389,"Furry Vengeance","Comedy, Family",3.9,18510,2010
tt7510346,"The Turning","Drama, Horror, Mystery",3.9,16557,2020
tt8066940,"Indian 2","Action, Drama, Thriller",3.9,15617,2024
tt14865406,"Deep Fear","Action, Horror, Thriller",3.9,15547,2023
tt0106761,"Double Dragon","Action, Adventure, Comedy",3.9,14092,1994
tt1712159,11-11-11,"Horror, Mystery, Thriller",3.9,12653,2011
tt1273221,"London Fields","Crime, Mystery, Thriller",3.9,12494,2018
tt0160236,"Dudley Do-Right","Comedy, Family, Romance",3.9,11504,1999
tt11771594,"American Pie Presents: Girls' Rules","Comedy, Romance",3.9,11267,2020
tt2364897,"The Disappointments Room","Drama, Horror, Thriller",3.9,10849,2016
tt1045655,"The Haunting of Molly Hartley","Drama, Horror, Thriller",3.9,10229,2008
tt6027920,"The Iron Throne","Action, Adventure, Drama",4,267827,2019
tt0938283,"The Last Airbender","Action, Adventure, Family",4,176778,2010
tt11057302,"Madame Web","Action, Adventure, Sci-Fi",4,90920,2024
tt3679040,"Kisi Ka Bhai Kisi Ki Jaan","Action, Comedy, Drama",4,41234,2023
tt0229260,"Book of Shadows: Blair Witch 2","Adventure, Fantasy, Horror",4,40630,2000
tt0479968,"One Missed Call","Horror, Mystery",4,34396,2008
tt0433412,"Material Girls","Comedy, Family, Romance",4,22853,2006
tt3062074,"Sharknado 2: The Second One","Action, Adventure, Comedy",4,20866,2014
tt10230426,"Mrs. Serial Killer","Crime, Drama, Thriller",4,19207,2020
tt2034139,"The Last Exorcism Part II","Horror, Thriller",4,17162,2013
tt8907992,"The Girl on the Train","Crime, Drama, Mystery",4,15136,2021
tt4600952,"The Guardians","Action, Adventure, Comedy",4,14744,2017
tt3899796,"Sharknado 3: Oh Hell No!","Action, Adventure, Comedy",4,14101,2015
tt14502344,They/Them,"Drama, Horror, Mystery",4,12350,2022
tt10303324,"Survive the Night","Action, Drama, Thriller",4,12079,2020
tt9625664,"Trauma Center","Action, Thriller",4,12056,2019
tt0212235,"Shriek If You Know What I Did Last Friday the Thirteenth","Comedy, Horror",4,11671,2000
tt11253090,Annaatthe,"Action, Comedy, Drama",4,10885,2021
tt8400758,"Killers Anonymous","Action, Crime, Mystery",4,10432,2019
tt13851804,Siavash,Drama,4,10323,2021
tt1190617,"An American Carol","Comedy, Fantasy",4,10159,2008
tt12262202,"The Acolyte","Action, Adventure, Drama",4.1,124491,2024
tt0312528,"The Cat in the Hat","Adventure, Comedy, Family",4.1,89406,2003
tt0111301,"Street Fighter","Action, Adventure, Comedy",4.1,76546,1994
tt0107254,"Jason Goes to Hell","Fantasy, Horror, Thriller",4.1,38032,1993
tt0329691,Torque,"Action, Comedy, Crime",4.1,29789,2004
tt1633356,"Shark Night","Action, Horror, Thriller",4.1,27440,2011
tt1679235,"Mean Girls 2","Comedy, Drama",4.1,26217,2011
tt2375779,"Wrong Turn 5: Bloodlines","Adventure, Horror",4.1,23697,2012
tt5913798,Wounds,"Drama, Horror, Mystery",4.1,22241,2019
tt5970844,"Thugs of Hindostan","Action, Adventure",4.1,22218,2018
tt1433822,"The Apparition","Horror, Thriller",4.1,20786,2012
tt0960890,"Zombie Strippers!","Comedy, Horror, Sci-Fi",4.1,19125,2008
tt3612032,"Wrong Turn 6: Last Resort","Adventure, Horror",4.1,18107,2014
tt0119718,"Mr. Magoo","Adventure, Comedy, Family",4.1,16349,1997
tt5103758,"Troy: Fall of a City","Action, Adventure, Fantasy",4.1,15701,2018
tt27785647,"Episode #1.8","Comedy, Drama, Romance",4.1,15172,2023
tt7869070,"The Fanatic","Crime, Drama, Horror",4.1,12739,2019
tt0120604,Beowulf,"Action, Adventure, Fantasy",4.1,12722,1999
tt4382872,Extraction,"Action, Thriller",4.1,12127,2015
tt8433210,"A Dark Foe","Crime, Drama, Horror",4.1,11817,2020
tt0200469,Bats,"Horror, Sci-Fi, Thriller",4.1,11640,1999
tt12772746,Diverged,"Drama, Horror, Thriller",4.1,11628,2021
tt2322441,"Fifty Shades of Grey","Drama, Romance, Thriller",4.2,340974,2015
tt0477051,Norbit,"Comedy, Romance",4.2,81224,2007
tt10280276,"Coolie No. 1","Action, Comedy, Romance",4.2,74372,2020
tt0108255,"Super Mario Bros.","Adventure, Comedy, Family",4.2,64000,1993
tt0107978,"RoboCop 3","Action, Crime, Sci-Fi",4.2,55391,1993
tt0141369,"Inspector Gadget","Action, Adventure, Comedy",4.2,51574,1999
tt0102034,"Highlander II: The Quickening","Action, Adventure, Fantasy",4.2,48627,1991
tt9660182,"Resident Evil","Action, Horror, Sci-Fi",4.2,46878,2022
tt1560985,"The Devil Inside",Horror,4.2,37854,2012
tt0357507,Boogeyman,"Drama, Horror, Mystery",4.2,32943,2005
tt0176269,"Universal Soldier: The Return","Action, Sci-Fi",4.2,31104,1999
tt3120430,Mantus,"Comedy, Drama, Thriller",4.2,28726,2014
tt10062556,"Bhuj: The Pride of India","Action, Drama, History",4.2,25028,2021
tt2309260,"The Gallows","Horror, Mystery, Thriller",4.2,21865,2015
tt0318081,"A Sound of Thunder","Action, Adventure, Horror",4.2,20744,2005
tt3704538,"V/H/S Viral","Horror, Thriller",4.2,20120,2014
tt2752758,"Devil's Due","Horror, Mystery",4.2,18004,2014
tt0120860,"From Dusk Till Dawn 2: Texas Blood Money","Crime, Horror, Thriller",4.2,17717,1999
tt3480796,Vice,"Action, Sci-Fi, Thriller",4.2,17210,2015
tt8597594,Adverse,"Crime, Thriller",4.2,16219,2020
tt6372694,"Prisoners of the Ghostland","Fantasy, Horror, Thriller",4.2,14621,2021
tt5159414,"Escape Room","Horror, Thriller",4.2,14269,2017
tt13978306,Brazen,"Crime, Drama, Mystery",4.2,14017,2022
tt0120786,"The Patriot","Action, Thriller",4.2,13486,1998
tt0354623,"Hellraiser: Hellworld",Horror,4.2,13361,2005
tt7209472,"Aiyai: Wrathful Soul","Mystery, Thriller",4.2,12894,2020
tt0410650,"Species III","Horror, Sci-Fi",4.2,11270,2004
tt2933474,Superfast!,"Action, Comedy, Crime",4.2,11101,2015
tt2178508,"Son of Sardaar","Action, Comedy, Romance",4.2,10856,2012
tt0089200,Ghoulies,"Comedy, Fantasy, Horror",4.2,10666,1984
tt13452100,"Fabulous Lives of Bollywood Wives","Documentary, Reality-TV, Romance",4.2,10468,2020
tt11576124,Rogue,"Action, Horror, Thriller",4.2,10029,2020
tt1502712,"Fantastic Four","Action, Adventure, Sci-Fi",4.3,179907,2015
tt1071875,"Ghost Rider: Spirit of Vengeance","Action, Fantasy, Thriller",4.3,128287,2011
tt1043726,"The Legend of Hercules","Action, Adventure, Fantasy",4.3,56614,2014
tt15979666,"The Archies","Comedy, Drama, Musical",4.3,52983,2023
tt1620680,"A Wrinkle in Time","Adventure, Drama, Family",4.3,48332,2018
tt3089630,"Artemis Fowl","Adventure, Family, Fantasy",4.3,30742,2020
tt4030600,"The Bye Bye Man","Drama, Fantasy, Horror",4.3,26572,2017
tt2515086,"One Direction: This Is Us","Documentary, Music",4.3,25125,2013
tt0844760,"Starship Troopers 3: Marauder","Action, Adventure, Sci-Fi",4.3,24861,2008
tt0422774,"Are We Done Yet?","Comedy, Family",4.3,22890,2007
tt0319931,"American Idol","Documentary, Game-Show, Music",4.3,22349,2002
tt1577061,"Recep Ivedik 3",Comedy,4.3,21697,2010
tt0131704,"The Adventures of Rocky & Bullwinkle","Adventure, Comedy, Family",4.3,21387,2000
tt9649436,Enaaya,"Musical, Romance",4.3,20092,2019
tt1392197,Marmaduke,"Comedy, Family",4.3,17850,2010
tt0131646,"Wing Commander","Action, Adventure, Sci-Fi",4.3,17589,1999
tt6494418,Siberia,"Crime, Drama, Romance",4.3,17460,2018
tt13634480,"The Ice Age Adventures of Buck Wild","Adventure, Animation, Comedy",4.3,17345,2022
tt4019560,Exposed,"Crime, Drama, Mystery",4.3,17151,2016
tt0997047,"College Road Trip","Adventure, Comedy, Drama",4.3,16846,2008
tt3838992,"Yoga Hosers","Action, Comedy, Horror",4.3,15794,2016
tt0961722,"Cabin Fever 2: Spring Fever",Horror,4.3,15452,2009
tt1519461,"Area 51","Horror, Mystery, Sci-Fi",4.3,15370,2015
tt0167456,Thunderbirds,"Action, Adventure, Comedy",4.3,14638,2004
tt1320304,"30 Days of Night: Dark Days","Horror, Thriller",4.3,14507,2010
tt4824308,"God's Not Dead 2",Drama,4.3,13746,2016
tt0790804,"The Comebacks","Comedy, Sport",4.3,12133,2007
tt6003368,"Diary of a Wimpy Kid: The Long Haul","Adventure, Comedy, Family",4.3,11358,2017
tt1935302,"Monsters: Dark Continent","Action, Drama, Sci-Fi",4.3,11307,2014
tt10098288,Roohi,"Comedy, Horror",4.3,11177,2021
tt13322120,"American Sicario","Action, Crime, Drama",4.3,10912,2021
tt0190524,"Left Behind: The Movie","Action, Drama, Fantasy",4.3,10729,2000
tt3803860,Puli,"Action, Adventure, Fantasy",4.3,10605,2015
tt4575328,"2036 Origin Unknown","Action, Sci-Fi, Thriller",4.3,10173,2018
tt1333125,"Movie 43",Comedy,4.4,114390,2013
tt14954666,"The Idol","Drama, Music",4.4,112608,2023
tt1467304,"The Human Centipede (First Sequence)",Horror,4.4,89938,2009
tt0370032,Ultraviolet,"Action, Sci-Fi",4.4,84597,2006
tt0338459,"Spy Kids 3: Game Over","Action, Adventure, Comedy",4.4,67588,2003
tt1592873,LOL,"Comedy, Drama, Romance",4.4,58589,2012
tt10155932,Cinderella,"Comedy, Family, Fantasy",4.4,47812,2021
tt0105477,"Stop! Or My Mom Will Shoot","Action, Comedy",4.4,45369,1992
tt0430912,"Basic Instinct 2","Drama, Mystery, Thriller",4.4,42092,2006
tt3450650,"Paul Blart: Mall Cop 2","Action, Comedy, Crime",4.4,41971,2015
tt1615918,"Alvin and the Chipmunks: Chipwrecked","Adventure, Comedy, Family",4.4,40728,2011
tt0098105,"Police Academy 6: City Under Siege","Comedy, Crime",4.4,33675,1989
tt0107438,"Look Who's Talking Now","Comedy, Family, Romance",4.4,31340,1993
tt0775440,Cell,"Action, Adventure, Horror",4.4,31201,2016
tt0115683,Bio-Dome,Comedy,4.4,30257,1996
tt3612126,"The Grudge","Fantasy, Horror",4.4,30236,2019
tt4590256,"He's All That","Comedy, Romance",4.4,29625,2021
tt5635026,"Peter Pan & Wendy","Adventure, Family, Fantasy",4.4,28623,2023
tt2167202,Getaway,"Action, Thriller",4.4,25446,2013
tt0088206,Supergirl,"Action, Adventure, Fantasy",4.4,24449,1984
tt3595298,"Prem Ratan Dhan Payo","Action, Drama, Musical",4.4,23956,2015
tt11112808,Cirkus,"Comedy, Drama",4.4,23920,2022
tt6950476,Tejas,"Action, Drama, Thriller",4.4,23262,2023
